Direccion;Canal;Segmento;Fecha de creacion;Dia de la semana;Numero de semana;Cod Persona;Campaña de referencia
Inbound;Web;Gracias landing;18/04/2026;sábado;16;44936740;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página Principal;16/04/2026;jueves;16;10080650;Pregrado-AC-202602 
Inbound;Web;Gracias landing;18/04/2026;sábado;16;38326280;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;4906340;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;18784070;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;18/04/2026;sábado;16;49645420;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;36806690;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;47914260;Pregrado-AC-202602 
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45161510;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;43923480;Pregrado-AC-202602 
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;48111510;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;49582090;Pregrado-AC-202602 
Inbound;Web;Gracias portal;18/04/2026;sábado;16;49637690;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;49190560;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;17/04/2026;viernes;16;6597980;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;49574730;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;49574730;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;8558810;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;48054640;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;42525190;Pregrado-AC-202602 
Outbound;WhatsApp;ugrew431_registro_web_130426;14/04/2026;martes;16;48786840;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;37924370;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;31142720;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;24205790;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias portal;17/04/2026;viernes;16;30843300;Pregrado-AC-202602 
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;49599390;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49599390;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;25998440;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;19/04/2026;domingo;16;7693390;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;45254980;MEDICINA - Pregrado-AC-202701
Inbound;Web;Gracias landing;19/04/2026;domingo;16;46270160;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;49596080;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49596080;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;47406260;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;48180030;EPE-FC-202602 - EPE- 202602
Inbound;Onsite;Pop-Up;18/04/2026;sábado;16;10563900;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;49566100;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugprp646_proximo_periodo_130426;14/04/2026;martes;16;45550730;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;40859610;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;43407910;Pregrado-AC-202602 
Inbound;Web;Botón Pag admisión;16/04/2026;jueves;16;49613930;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;41959900;Pregrado-AC-202602 
Outbound;WhatsApp;waprpin404_incial_proximo_periodo_16042026;16/04/2026;jueves;16;35582350;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;47026870;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;49651470;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;48493510;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;14/04/2026;martes;16;40446520;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;49633500;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;49633500;Pregrado-AC-202602 
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45765500;MEDICINA - Pregrado-AC-202701
Inbound;Web;Gracias pag Facultad;13/04/2026;lunes;16;49568420;Pregrado-AC-202602 
Inbound;Web;Gracias portal;14/04/2026;martes;16;38598800;Pregrado-AC-202602 
Inbound;Web;Gracias landing;17/04/2026;viernes;16;38170670;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;38170670;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;38170670;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;38170670;Pregrado-AC-202602 
Inbound;Web;Gracias landing;18/04/2026;sábado;16;46925830;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;4063430;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;4063430;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;13/04/2026;lunes;16;4539251;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;17/04/2026;viernes;16;22803930;Pregrado-AC-202602 
Inbound;Web;Gracias landing;17/04/2026;viernes;16;49633180;Pregrado-AC-202602 
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;49161370;Pregrado-AC-202602 
Inbound;Web;Gracias landing;17/04/2026;viernes;16;40933520;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;5405930;EPE-FC-202602 - EPE- 202602
Inbound;Web;Convalidador;16/04/2026;jueves;16;5405930;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;48870510;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;49509840;Pregrado-AC-202602 
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;48330010;Pregrado-AC-202602 
Outbound;WhatsApp;ugles537_leads_semanales_170426;17/04/2026;viernes;16;49556400;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49604100;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49604100;Pregrado-AC-202602 
Inbound;Web;Botón Página carrera;16/04/2026;jueves;16;49614710;Pregrado-AC-202602 
Inbound;Web;Gracias landing;18/04/2026;sábado;16;47784630;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;48946350;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;47331070;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;26852610;Pregrado-AC-202602 
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;16/04/2026;jueves;16;49525950;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;39062340;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;45393580;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;44370910;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;31126990;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;13/04/2026;lunes;16;49562050;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;18/04/2026;sábado;16;49640760;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;18/04/2026;sábado;16;42350540;Pregrado-AC-202602 
Outbound;WhatsApp;ugfowpe647_formulario_web_periodo_anterior_1304;16/04/2026;jueves;16;48818540;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;48818540;Pregrado-AC-202602 
Inbound;Web;Gracias landing;19/04/2026;domingo;16;45761560;Pregrado-AC-202602 
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;30766750;MEDICINA - Pregrado-AC-202701
Inbound;Web;Botón Página carrera;18/04/2026;sábado;16;30766750;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;25805440;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;waprpin404_incial_proximo_periodo_16042026;16/04/2026;jueves;16;1974471;EPE-FC-202602 - EPE- 202602
Inbound;Onsite;Pop-Up;19/04/2026;domingo;16;49649480;Pregrado-AC-202602 
Inbound;Web;Gracias landing;14/04/2026;martes;16;49577850;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;14/04/2026;martes;16;45515620;Pregrado-AC-202602 
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;42585440;Pregrado-AC-202602 
Inbound;Web;Banner principal;16/04/2026;jueves;16;49465370;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;46419250;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;19/04/2026;domingo;16;39295510;Pregrado-AC-202602 
Inbound;Web;Gracias landing;19/04/2026;domingo;16;27207190;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página carrera;15/04/2026;miércoles;16;1824741;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;12208000;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;45967540;Pregrado-AC-202602 
Inbound;Web;Botón Página carrera;17/04/2026;viernes;16;49632210;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;17/04/2026;viernes;16;44578410;Pregrado-AC-202602 
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;49443620;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45532920;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;ugpc22_promotor_colegio_150426;16/04/2026;jueves;16;41167560;Pregrado-AC-202602 
Inbound;Web;Gracias landing;16/04/2026;jueves;16;42590280;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página Principal;19/04/2026;domingo;16;44350590;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;47368170;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;46776270;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;49611030;MEDICINA - Pregrado-AC-202701
Inbound;Onsite;Pop-Up;18/04/2026;sábado;16;34265750;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;12048180;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;12048180;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;40498170;Pregrado-AC-202602 
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45267560;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;45267560;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;42749980;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;42254970;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;19201610;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;48829980;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49604720;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;49628400;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;49628400;Pregrado-AC-202602 
Inbound;Web;Botón Página carrera;18/04/2026;sábado;16;49628400;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;49628400;Pregrado-AC-202602 
Inbound;Web;Gracias landing;18/04/2026;sábado;16;49640840;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;19/04/2026;domingo;16;45166230;Pregrado-AC-202602 
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;16/04/2026;jueves;16;49545510;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;28712330;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias portal;18/04/2026;sábado;16;49637490;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;49592130;EPE-FC-202602 - EPE- 202602
Inbound;Onsite;Pop-Up;16/04/2026;jueves;16;38576960;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;38021090;Pregrado-AC-202602 
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;49447710;Pregrado-AC-202602 
Inbound;Web;Gracias landing;19/04/2026;domingo;16;49649340;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugprp646_proximo_periodo_130426;14/04/2026;martes;16;23707040;Pregrado-AC-202602 
Inbound;Web;Gracias pag Facultad;16/04/2026;jueves;16;29260580;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;25955940;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;16/04/2026;jueves;16;49603550;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;46290550;Pregrado-AC-202602 
Inbound;Web;Gracias portal;16/04/2026;jueves;16;49608330;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;48601060;Pregrado-AC-202602 
Inbound;Web;Gracias landing;18/04/2026;sábado;16;49635350;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;26675590;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;41214530;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;49230220;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;49156750;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;24796700;EPE-FC-202602 - EPE- 202602
Inbound;Email;Email bienvenida;13/04/2026;lunes;16;49564110;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;46926890;Pregrado-AC-202602 
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;49416100;Pregrado-AC-202602 
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45609750;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;30277950;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;49634440;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49513310;Pregrado-AC-202602 
Inbound;Web;Portal;16/04/2026;jueves;16;49614270;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;49614270;EPE-FC-202602 - EPE- 202602
Inbound;Web;Pag institucional;14/04/2026;martes;16;42324460;Pregrado-AC-202602 
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;48834970;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;377367;Pregrado-AC-202602 
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;16/04/2026;jueves;16;27584050;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Pag admisión;14/04/2026;martes;16;16916720;Pregrado-AC-202602 
Inbound;Web;Portal;18/04/2026;sábado;16;29045210;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;41570240;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49024130;Pregrado-AC-202602 
Inbound;Web;Botón Página carrera;18/04/2026;sábado;16;35514670;Pregrado-AC-202602 
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;38471940;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;49496730;Pregrado-AC-202602 
Inbound;Web;Gracias pag Facultad;14/04/2026;martes;16;45678480;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;42488830;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;49652750;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;39575740;Pregrado-AC-202602 
Inbound;Web;Botón Página carrera;15/04/2026;miércoles;16;37771800;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;18/04/2026;sábado;16;29294870;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;29294870;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;29294870;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;29294870;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;28472450;Pregrado-AC-202602 
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;46268380;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;46268380;Pregrado-AC-202602 
Inbound;Web;Gracias landing;18/04/2026;sábado;16;42956980;Pregrado-AC-202602 
Inbound;Web;Portal;18/04/2026;sábado;16;47091140;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;46977870;Pregrado-AC-202602 
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;34247380;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;36946320;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49611210;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;23947280;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;23947280;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;16/04/2026;jueves;16;47042160;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;10352610;MEDICINA - Pregrado-AC-202701
Inbound;Web;Gracias landing;14/04/2026;martes;16;42507260;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;42532190;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;49649360;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;41306880;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;42129630;Pregrado-AC-202602 
Inbound;Web;Gracias principal;18/04/2026;sábado;16;42129630;Pregrado-AC-202602 
Inbound;Web;Botón Pag admisión;18/04/2026;sábado;16;42129630;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;49031250;MEDICINA - Pregrado-AC-202701
Inbound;Web;Portal;17/04/2026;viernes;16;49619450;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugles537_leads_semanales_170426;17/04/2026;viernes;16;32335740;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;32335740;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;42878860;Pregrado-AC-202602 
Outbound;WhatsApp;ugfw400_formulario_web_130426;16/04/2026;jueves;16;23370420;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;23370420;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;25628970;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;11906411;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;16/04/2026;jueves;16;1992551;EPE-FC-202602 - EPE- 202602
Inbound;Web;Banner principal;16/04/2026;jueves;16;49379480;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;46712950;Pregrado-AC-202602 
Inbound;Web;Botón Página Principal;17/04/2026;viernes;16;14067820;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;42119100;EPE-FC-202602 - EPE- 202602
Inbound;Onsite;Pop-Up;14/04/2026;martes;16;30841710;Pregrado-AC-202602 
Inbound;Web;Gracias landing;19/04/2026;domingo;16;43001750;Pregrado-AC-202602 
Inbound;Web;Botón Página Principal;18/04/2026;sábado;16;47042950;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;47042950;Pregrado-AC-202602 
Inbound;Web;Gracias landing;16/04/2026;jueves;16;49612520;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;41525280;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;48979270;MEDICINA - Pregrado-AC-202701
Inbound;Web;Botón Página Principal;14/04/2026;martes;16;48953600;Pregrado-AC-202602 
